,A,B
0, E H H C E H H C,0
0, E H H C E H H H,0
0, E H H C E H H E,0
0, E H H C E H E C,0
0, E H H C E H E H,0
0, E H H C E H E E,0
0, E H H C E E C C,1
0, E H H C E E C H,0
0, E H H C E E C E,0
0, E H H C E E H C,0
0, E H H C E E H H,0
0, E H H C E E H E,0
0, E H H C E E E C,3
0, E H H C E E E H,0
0, E H H C E E E E,2
0, E H H H C C C C,3624
0, E H H H C C C H,335
0, E H H H C C C E,210
0, E H H H C C H C,27
0, E H H H C C H H,1072
0, E H H H C C H E,0
0, E H H H C C E C,51
0, E H H H C C E H,25
0, E H H H C C E E,89
0, E H H H C H C C,5
0, E H H H C H C H,3
0, E H H H C H C E,0
0, E H H H C H H C,3
0, E H H H C H H H,236
0, E H H H C H H E,0
0, E H H H C H E C,0
0, E H H H C H E H,0
0, E H H H C H E E,0
0, E H H H C E C C,20
0, E H H H C E C H,1
0, E H H H C E C E,2
0, E H H H C E H C,0
0, E H H H C E H H,0
0, E H H H C E H E,0
0, E H H H C E E C,57
0, E H H H C E E H,12
0, E H H H C E E E,222
0, E H H H H C C C,2969
0, E H H H H C C H,664
0, E H H H H C C E,95
0, E H H H H C H C,34
0, E H H H H C H H,260
0, E H H H H C H E,0
0, E H H H H C E C,9
0, E H H H H C E H,0
0, E H H H H C E E,11
0, E H H H H H C C,2173
0, E H H H H H C H,72
0, E H H H H H C E,7
0, E H H H H H H C,2107
0, E H H H H H H H,14279
0, E H H H H H H E,2
0, E H H H H H E C,0
0, E H H H H H E H,0
0, E H H H H H E E,4
0, E H H H H E C C,27
0, E H H H H E C H,0
0, E H H H H E C E,2
0, E H H H H E H C,0
0, E H H H H E H H,0
0, E H H H H E H E,0
0, E H H H H E E C,13
0, E H H H H E E H,0
0, E H H H H E E E,33
0, E H H H E C C C,25
0, E H H H E C C H,0
0, E H H H E C C E,0
0, E H H H E C H C,0
0, E H H H E C H H,4
0, E H H H E C H E,0
0, E H H H E C E C,0
0, E H H H E C E H,0
0, E H H H E C E E,0
0, E H H H E H C C,0
0, E H H H E H C H,0
0, E H H H E H C E,0
0, E H H H E H H C,0
0, E H H H E H H H,1
0, E H H H E H H E,0
0, E H H H E H E C,0
0, E H H H E H E H,0
0, E H H H E H E E,0
0, E H H H E E C C,14
0, E H H H E E C H,1
0, E H H H E E C E,0
0, E H H H E E H C,0
0, E H H H E E H H,0
0, E H H H E E H E,0
0, E H H H E E E C,205
0, E H H H E E E H,3
0, E H H H E E E E,62
0, E H H E C C C C,0
0, E H H E C C C H,0
0, E H H E C C C E,0
0, E H H E C C H C,0
0, E H H E C C H H,0
0, E H H E C C H E,0
0, E H H E C C E C,0
0, E H H E C C E H,0
0, E H H E C C E E,1
0, E H H E C H C C,0
0, E H H E C H C H,0
0, E H H E C H C E,0
0, E H H E C H H C,0
0, E H H E C H H H,0
0, E H H E C H H E,0
0, E H H E C H E C,0
0, E H H E C H E H,0
0, E H H E C H E E,0
0, E H H E C E C C,0
0, E H H E C E C H,0
0, E H H E C E C E,0
0, E H H E C E H C,0
0, E H H E C E H H,0
0, E H H E C E H E,0
0, E H H E C E E C,0
0, E H H E C E E H,0
0, E H H E C E E E,0
0, E H H E H C C C,0
0, E H H E H C C H,0
0, E H H E H C C E,0
0, E H H E H C H C,0
0, E H H E H C H H,0
0, E H H E H C H E,0
0, E H H E H C E C,0
0, E H H E H C E H,0
0, E H H E H C E E,0
0, E H H E H H C C,1
0, E H H E H H C H,0
0, E H H E H H C E,0
0, E H H E H H H C,0
0, E H H E H H H H,7
0, E H H E H H H E,0
0, E H H E H H E C,0
0, E H H E H H E H,0
0, E H H E H H E E,0
0, E H H E H E C C,1
0, E H H E H E C H,0
0, E H H E H E C E,0
0, E H H E H E H C,0
0, E H H E H E H H,0
0, E H H E H E H E,0
0, E H H E H E E C,0
0, E H H E H E E H,0
0, E H H E H E E E,0
0, E H H E E C C C,3
0, E H H E E C C H,0
0, E H H E E C C E,0
0, E H H E E C H C,0
0, E H H E E C H H,1
0, E H H E E C H E,0
0, E H H E E C E C,0
0, E H H E E C E H,0
0, E H H E E C E E,0
0, E H H E E H C C,0
0, E H H E E H C H,0
0, E H H E E H C E,0
0, E H H E E H H C,0
0, E H H E E H H H,1
0, E H H E E H H E,0
0, E H H E E H E C,0
0, E H H E E H E H,0
0, E H H E E H E E,0
0, E H H E E E C C,2
0, E H H E E E C H,1
0, E H H E E E C E,0
0, E H H E E E H C,0
0, E H H E E E H H,0
0, E H H E E E H E,1
0, E H H E E E E C,1
0, E H H E E E E H,0
0, E H H E E E E E,1
0, E H E C C C C C,13
0, E H E C C C C H,0
0, E H E C C C C E,0
0, E H E C C C H C,0
0, E H E C C C H H,1
0, E H E C C C H E,0
0, E H E C C C E C,0
0, E H E C C C E H,0
0, E H E C C C E E,1
0, E H E C C H C C,0
0, E H E C C H C H,0
0, E H E C C H C E,0
0, E H E C C H H C,0
0, E H E C C H H H,1
0, E H E C C H H E,0
0, E H E C C H E C,0
0, E H E C C H E H,0
0, E H E C C H E E,0
0, E H E C C E C C,0
0, E H E C C E C H,0
0, E H E C C E C E,0
0, E H E C C E H C,0
0, E H E C C E H H,0
0, E H E C C E H E,0
0, E H E C C E E C,0
0, E H E C C E E H,0
0, E H E C C E E E,2
0, E H E C H C C C,0
0, E H E C H C C H,0
0, E H E C H C C E,0
0, E H E C H C H C,0
0, E H E C H C H H,0
0, E H E C H C H E,0
0, E H E C H C E C,0
0, E H E C H C E H,0
0, E H E C H C E E,0
0, E H E C H H C C,0
0, E H E C H H C H,0
0, E H E C H H C E,0
0, E H E C H H H C,0
0, E H E C H H H H,2
0, E H E C H H H E,1
0, E H E C H H E C,0
0, E H E C H H E H,0
0, E H E C H H E E,0
0, E H E C H E C C,0
0, E H E C H E C H,0
0, E H E C H E C E,0
0, E H E C H E H C,0
0, E H E C H E H H,0
0, E H E C H E H E,0
0, E H E C H E E C,0
0, E H E C H E E H,0
0, E H E C H E E E,0
0, E H E C E C C C,1
0, E H E C E C C H,0
0, E H E C E C C E,0
0, E H E C E C H C,0
0, E H E C E C H H,1
0, E H E C E C H E,0
0, E H E C E C E C,0
0, E H E C E C E H,0
0, E H E C E C E E,0
0, E H E C E H C C,0
0, E H E C E H C H,0
0, E H E C E H C E,0
0, E H E C E H H C,0
0, E H E C E H H H,0
0, E H E C E H H E,0
0, E H E C E H E C,0
0, E H E C E H E H,0
0, E H E C E H E E,0
0, E H E C E E C C,0
0, E H E C E E C H,0
0, E H E C E E C E,0
0, E H E C E E H C,0
0, E H E C E E H H,0
0, E H E C E E H E,0
0, E H E C E E E C,0
0, E H E C E E E H,0
0, E H E C E E E E,0
0, E H E H C C C C,5
0, E H E H C C C H,0
0, E H E H C C C E,1
0, E H E H C C H C,0
0, E H E H C C H H,0
0, E H E H C C H E,0
0, E H E H C C E C,0
0, E H E H C C E H,0
0, E H E H C C E E,1
0, E H E H C H C C,0
0, E H E H C H C H,0
0, E H E H C H C E,0
0, E H E H C H H C,0
0, E H E H C H H H,0
0, E H E H C H H E,0
0, E H E H C H E C,0
0, E H E H C H E H,0
0, E H E H C H E E,0
0, E H E H C E C C,0
0, E H E H C E C H,0
0, E H E H C E C E,0
0, E H E H C E H C,0
0, E H E H C E H H,0
0, E H E H C E H E,0
0, E H E H C E E C,0
0, E H E H C E E H,0
0, E H E H C E E E,0
0, E H E H H C C C,2
0, E H E H H C C H,0
0, E H E H H C C E,1
0, E H E H H C H C,0
0, E H E H H C H H,0
0, E H E H H C H E,0
0, E H E H H C E C,0
0, E H E H H C E H,0
0, E H E H H C E E,0
0, E H E H H H C C,0
0, E H E H H H C H,0
0, E H E H H H C E,0
0, E H E H H H H C,1
0, E H E H H H H H,8
0, E H E H H H H E,0
0, E H E H H H E C,0
0, E H E H H H E H,0
0, E H E H H H E E,0
0, E H E H H E C C,0
0, E H E H H E C H,0
0, E H E H H E C E,0
0, E H E H H E H C,0
0, E H E H H E H H,0
0, E H E H H E H E,0
0, E H E H H E E C,0
0, E H E H H E E H,0
0, E H E H H E E E,0
0, E H E H E C C C,0
0, E H E H E C C H,0
0, E H E H E C C E,0
0, E H E H E C H C,0
0, E H E H E C H H,0
0, E H E H E C H E,0
0, E H E H E C E C,0
0, E H E H E C E H,0
0, E H E H E C E E,0
0, E H E H E H C C,0
0, E H E H E H C H,0
0, E H E H E H C E,0
0, E H E H E H H C,0
0, E H E H E H H H,0
0, E H E H E H H E,0
0, E H E H E H E C,0
0, E H E H E H E H,0
0, E H E H E H E E,0
0, E H E H E E C C,0
0, E H E H E E C H,0
0, E H E H E E C E,0
0, E H E H E E H C,0
0, E H E H E E H H,0
0, E H E H E E H E,0
0, E H E H E E E C,0
0, E H E H E E E H,0
0, E H E H E E E E,2
0, E H E E C C C C,18
0, E H E E C C C H,5
0, E H E E C C C E,1
0, E H E E C C H C,0
0, E H E E C C H H,0
0, E H E E C C H E,0
0, E H E E C C E C,0
0, E H E E C C E H,0
0, E H E E C C E E,0
0, E H E E C H C C,0
0, E H E E C H C H,0
0, E H E E C H C E,0
0, E H E E C H H C,0
0, E H E E C H H H,0
0, E H E E C H H E,0
0, E H E E C H E C,0
0, E H E E C H E H,0
0, E H E E C H E E,0
0, E H E E C E C C,1
0, E H E E C E C H,0
0, E H E E C E C E,0
0, E H E E C E H C,0
0, E H E E C E H H,0
0, E H E E C E H E,0
0, E H E E C E E C,0
0, E H E E C E E H,0
0, E H E E C E E E,1
0, E H E E H C C C,1
0, E H E E H C C H,0
0, E H E E H C C E,0
0, E H E E H C H C,1
0, E H E E H C H H,0
0, E H E E H C H E,0
0, E H E E H C E C,0
0, E H E E H C E H,0
0, E H E E H C E E,0
0, E H E E H H C C,1
0, E H E E H H C H,1
0, E H E E H H C E,0
0, E H E E H H H C,0
0, E H E E H H H H,3
0, E H E E H H H E,0
0, E H E E H H E C,0
0, E H E E H H E H,0
0, E H E E H H E E,0
0, E H E E H E C C,0
0, E H E E H E C H,0
0, E H E E H E C E,0
0, E H E E H E H C,0
0, E H E E H E H H,0
0, E H E E H E H E,0
0, E H E E H E E C,0
0, E H E E H E E H,0
0, E H E E H E E E,1
0, E H E E E C C C,3
0, E H E E E C C H,0
0, E H E E E C C E,0
0, E H E E E C H C,1
0, E H E E E C H H,0
0, E H E E E C H E,0
0, E H E E E C E C,0
0, E H E E E C E H,0
0, E H E E E C E E,1
0, E H E E E H C C,0
0, E H E E E H C H,0
0, E H E E E H C E,0
0, E H E E E H H C,1
0, E H E E E H H H,0
0, E H E E E H H E,0
0, E H E E E H E C,0
0, E H E E E H E H,1
0, E H E E E H E E,0
0, E H E E E E C C,2
0, E H E E E E C H,0
0, E H E E E E C E,0
0, E H E E E E H C,0
0, E H E E E E H H,0
0, E H E E E E H E,0
0, E H E E E E E C,5
0, E H E E E E E H,0
0, E H E E E E E E,8
0, E E C C C C C C,286432
0, E E C C C C C H,51117
0, E E C C C C C E,59606
0, E E C C C C H C,1775
0, E E C C C C H H,44675
0, E E C C C C H E,32
0, E E C C C C E C,3201
0, E E C C C C E H,276
0, E E C C C C E E,48239
0, E E C C C H C C,1894
0, E E C C C H C H,395
0, E E C C C H C E,24
0, E E C C C H H C,1792
0, E E C C C H H H,51759
0, E E C C C H H E,67
0, E E C C C H E C,6
0, E E C C C H E H,6
0, E E C C C H E E,47
0, E E C C C E C C,2541
0, E E C C C E C H,137
0, E E C C C E C E,195
0, E E C C C E H C,4
0, E E C C C E H H,179
0, E E C C C E H E,0
0, E E C C C E E C,4318
0, E E C C C E E H,72
0, E E C C C E E E,27169
0, E E C C H C C C,1762
0, E E C C H C C H,244
0, E E C C H C C E,55
0, E E C C H C H C,251
0, E E C C H C H H,213
0, E E C C H C H E,32
0, E E C C H C E C,3
0, E E C C H C E H,0
0, E E C C H C E E,35
0, E E C C H H C C,2390
0, E E C C H H C H,232
0, E E C C H H C E,66
0, E E C C H H H C,9921
0, E E C C H H H H,54357
0, E E C C H H H E,344
0, E E C C H H E C,3
0, E E C C H H E H,0
0, E E C C H H E E,21
0, E E C C H E C C,0
0, E E C C H E C H,0
0, E E C C H E C E,1
0, E E C C H E H C,0
0, E E C C H E H H,4
0, E E C C H E H E,0
0, E E C C H E E C,2
0, E E C C H E E H,0
0, E E C C H E E E,42
0, E E C C E C C C,1947
0, E E C C E C C H,127
0, E E C C E C C E,182
0, E E C C E C H C,4
0, E E C C E C H H,120
0, E E C C E C H E,0
0, E E C C E C E C,34
0, E E C C E C E H,3
0, E E C C E C E E,114
0, E E C C E H C C,2
0, E E C C E H C H,1
0, E E C C E H C E,0
0, E E C C E H H C,1
0, E E C C E H H H,91
0, E E C C E H H E,0
0, E E C C E H E C,0
0, E E C C E H E H,0
0, E E C C E H E E,1
0, E E C C E E C C,7785
0, E E C C E E C H,651
0, E E C C E E C E,235
0, E E C C E E H C,1
0, E E C C E E H H,862
0, E E C C E E H E,0
0, E E C C E E E C,7825
0, E E C C E E E H,53
0, E E C C E E E E,42346
0, E E C H C C C C,908
0, E E C H C C C H,31
0, E E C H C C C E,133
0, E E C H C C H C,2
0, E E C H C C H H,107
0, E E C H C C H E,0
0, E E C H C C E C,1
0, E E C H C C E H,0
0, E E C H C C E E,70
0, E E C H C H C C,123
0, E E C H C H C H,6
0, E E C H C H C E,6
0, E E C H C H H C,3
0, E E C H C H H H,136
0, E E C H C H H E,0
0, E E C H C H E C,1
0, E E C H C H E H,0
0, E E C H C H E E,10
0, E E C H C E C C,0
0, E E C H C E C H,0
0, E E C H C E C E,0
0, E E C H C E H C,0
0, E E C H C E H H,0
0, E E C H C E H E,0
0, E E C H C E E C,0
0, E E C H C E E H,0
0, E E C H C E E E,3
0, E E C H H C C C,1740
0, E E C H H C C H,101
0, E E C H H C C E,33
0, E E C H H C H C,3
0, E E C H H C H H,172
0, E E C H H C H E,0
0, E E C H H C E C,3
0, E E C H H C E H,0
0, E E C H H C E E,22
0, E E C H H H C C,7134
0, E E C H H H C H,326
0, E E C H H H C E,191
0, E E C H H H H C,6257
0, E E C H H H H H,36044
0, E E C H H H H E,74
0, E E C H H H E C,17
0, E E C H H H E H,0
0, E E C H H H E E,176
0, E E C H H E C C,1
0, E E C H H E C H,0
0, E E C H H E C E,0
0, E E C H H E H C,0
0, E E C H H E H H,1
0, E E C H H E H E,0
0, E E C H H E E C,10
0, E E C H H E E H,6
0, E E C H H E E E,27
0, E E C H E C C C,0
0, E E C H E C C H,0
0, E E C H E C C E,0
0, E E C H E C H C,0
0, E E C H E C H H,0
0, E E C H E C H E,0
0, E E C H E C E C,0
0, E E C H E C E H,0
0, E E C H E C E E,0
0, E E C H E H C C,0
0, E E C H E H C H,0
0, E E C H E H C E,0
0, E E C H E H H C,0
0, E E C H E H H H,0
0, E E C H E H H E,0
0, E E C H E H E C,0
0, E E C H E H E H,0
0, E E C H E H E E,0
0, E E C H E E C C,1
0, E E C H E E C H,0
0, E E C H E E C E,0
0, E E C H E E H C,0
0, E E C H E E H H,0
0, E E C H E E H E,0
0, E E C H E E E C,8
0, E E C H E E E H,0
0, E E C H E E E E,2
0, E E C E C C C C,2083
0, E E C E C C C H,192
0, E E C E C C C E,104
0, E E C E C C H C,16
0, E E C E C C H H,112
0, E E C E C C H E,0
0, E E C E C C E C,24
0, E E C E C C E H,1
0, E E C E C C E E,295
0, E E C E C H C C,5
0, E E C E C H C H,0
0, E E C E C H C E,0
0, E E C E C H H C,8
0, E E C E C H H H,135
0, E E C E C H H E,0
0, E E C E C H E C,0
0, E E C E C H E H,0
0, E E C E C H E E,0
0, E E C E C E C C,38
0, E E C E C E C H,8
0, E E C E C E C E,6
0, E E C E C E H C,0
0, E E C E C E H H,1
0, E E C E C E H E,0
0, E E C E C E E C,35
0, E E C E C E E H,0
0, E E C E C E E E,193
0, E E C E H C C C,3
0, E E C E H C C H,0
0, E E C E H C C E,0
0, E E C E H C H C,0
0, E E C E H C H H,0
0, E E C E H C H E,0
0, E E C E H C E C,0
0, E E C E H C E H,0
0, E E C E H C E E,0
0, E E C E H H C C,10
0, E E C E H H C H,0
0, E E C E H H C E,0
0, E E C E H H H C,54
0, E E C E H H H H,192
0, E E C E H H H E,0
0, E E C E H H E C,0
0, E E C E H H E H,0
0, E E C E H H E E,0
0, E E C E H E C C,0
0, E E C E H E C H,0
0, E E C E H E C E,0
0, E E C E H E H C,0
0, E E C E H E H H,0
0, E E C E H E H E,0
0, E E C E H E E C,0
0, E E C E H E E H,0
0, E E C E H E E E,3
0, E E C E E C C C,2052
0, E E C E E C C H,78
0, E E C E E C C E,188
0, E E C E E C H C,6
0, E E C E E C H H,102
0, E E C E E C H E,0
0, E E C E E C E C,33
0, E E C E E C E H,1
0, E E C E E C E E,17
0, E E C E E H C C,4
0, E E C E E H C H,0
0, E E C E E H C E,0
0, E E C E E H H C,4
0, E E C E E H H H,86
0, E E C E E H H E,0
0, E E C E E H E C,0
0, E E C E E H E H,0
0, E E C E E H E E,0
0, E E C E E E C C,1791
0, E E C E E E C H,375
0, E E C E E E C E,84
0, E E C E E E H C,0
0, E E C E E E H H,74
0, E E C E E E H E,0
0, E E C E E E E C,1869
0, E E C E E E E H,59
0, E E C E E E E E,4894
0, E E H C C C C C,315
0, E E H C C C C H,67
0, E E H C C C C E,65
0, E E H C C C H C,0
0, E E H C C C H H,16
0, E E H C C C H E,0
0, E E H C C C E C,2
0, E E H C C C E H,0
0, E E H C C C E E,56
0, E E H C C H C C,1
0, E E H C C H C H,0
0, E E H C C H C E,0
0, E E H C C H H C,0
0, E E H C C H H H,60
0, E E H C C H H E,0
0, E E H C C H E C,0
0, E E H C C H E H,0
0, E E H C C H E E,0
0, E E H C C E C C,0
0, E E H C C E C H,1
0, E E H C C E C E,0
0, E E H C C E H C,0
0, E E H C C E H H,0
0, E E H C C E H E,0
0, E E H C C E E C,0
0, E E H C C E E H,0
0, E E H C C E E E,3
0, E E H C H C C C,29
0, E E H C H C C H,68
0, E E H C H C C E,4
0, E E H C H C H C,0
0, E E H C H C H H,2
0, E E H C H C H E,0
0, E E H C H C E C,1
0, E E H C H C E H,0
0, E E H C H C E E,10
0, E E H C H H C C,2
0, E E H C H H C H,0
0, E E H C H H C E,0
0, E E H C H H H C,6
0, E E H C H H H H,26
0, E E H C H H H E,0
0, E E H C H H E C,0
0, E E H C H H E H,0
0, E E H C H H E E,0
0, E E H C H E C C,0
0, E E H C H E C H,0
0, E E H C H E C E,0
0, E E H C H E H C,0
0, E E H C H E H H,0
0, E E H C H E H E,0
0, E E H C H E E C,0
0, E E H C H E E H,0
0, E E H C H E E E,0
0, E E H C E C C C,0
0, E E H C E C C H,0
0, E E H C E C C E,0
0, E E H C E C H C,0
0, E E H C E C H H,0
0, E E H C E C H E,0
0, E E H C E C E C,0
0, E E H C E C E H,0
0, E E H C E C E E,0
0, E E H C E H C C,0
0, E E H C E H C H,0
0, E E H C E H C E,0
0, E E H C E H H C,0
0, E E H C E H H H,0
0, E E H C E H H E,0
0, E E H C E H E C,0
0, E E H C E H E H,0
0, E E H C E H E E,0
0, E E H C E E C C,0
0, E E H C E E C H,0
0, E E H C E E C E,0
0, E E H C E E H C,0
0, E E H C E E H H,0
0, E E H C E E H E,0
0, E E H C E E E C,0
0, E E H C E E E H,0
0, E E H C E E E E,1
0, E E H H C C C C,474
0, E E H H C C C H,152
0, E E H H C C C E,35
0, E E H H C C H C,0
0, E E H H C C H H,10
0, E E H H C C H E,0
0, E E H H C C E C,2
0, E E H H C C E H,0
0, E E H H C C E E,65
0, E E H H C H C C,2
0, E E H H C H C H,2
0, E E H H C H C E,0
0, E E H H C H H C,0
0, E E H H C H H H,78
0, E E H H C H H E,0
0, E E H H C H E C,0
0, E E H H C H E H,0
0, E E H H C H E E,0
0, E E H H C E C C,4
0, E E H H C E C H,2
0, E E H H C E C E,0
0, E E H H C E H C,0
0, E E H H C E H H,0
0, E E H H C E H E,0
0, E E H H C E E C,1
0, E E H H C E E H,0
0, E E H H C E E E,4
0, E E H H H C C C,3853
0, E E H H H C C H,896
0, E E H H H C C E,161
0, E E H H H C H C,7
0, E E H H H C H H,221
0, E E H H H C H E,0
0, E E H H H C E C,22
0, E E H H H C E H,0
0, E E H H H C E E,277
0, E E H H H H C C,3079
0, E E H H H H C H,109
0, E E H H H H C E,16
0, E E H H H H H C,1933
0, E E H H H H H H,14273
0, E E H H H H H E,2
0, E E H H H H E C,21
0, E E H H H H E H,0
0, E E H H H H E E,43
0, E E H H H E C C,25
0, E E H H H E C H,4
0, E E H H H E C E,0
0, E E H H H E H C,0
0, E E H H H E H H,0
0, E E H H H E H E,0
0, E E H H H E E C,13
0, E E H H H E E H,0
0, E E H H H E E E,266
0, E E H H E C C C,0
0, E E H H E C C H,0
0, E E H H E C C E,0
0, E E H H E C H C,0
0, E E H H E C H H,0
0, E E H H E C H E,0
0, E E H H E C E C,0
0, E E H H E C E H,0
0, E E H H E C E E,0
0, E E H H E H C C,0
0, E E H H E H C H,0
0, E E H H E H C E,0
0, E E H H E H H C,0
0, E E H H E H H H,0
0, E E H H E H H E,0
0, E E H H E H E C,1
0, E E H H E H E H,0
0, E E H H E H E E,0
0, E E H H E E C C,1
0, E E H H E E C H,1
0, E E H H E E C E,0
0, E E H H E E H C,0
0, E E H H E E H H,1
0, E E H H E E H E,0
0, E E H H E E E C,2
0, E E H H E E E H,1
0, E E H H E E E E,2
0, E E H E C C C C,2
0, E E H E C C C H,0
0, E E H E C C C E,0
0, E E H E C C H C,0
0, E E H E C C H H,0
0, E E H E C C H E,0
0, E E H E C C E C,0
0, E E H E C C E H,0
0, E E H E C C E E,2
0, E E H E C H C C,0
0, E E H E C H C H,0
0, E E H E C H C E,0
0, E E H E C H H C,0
0, E E H E C H H H,0
0, E E H E C H H E,0
0, E E H E C H E C,0
0, E E H E C H E H,0
0, E E H E C H E E,0
0, E E H E C E C C,0
0, E E H E C E C H,1
0, E E H E C E C E,0
0, E E H E C E H C,0
0, E E H E C E H H,0
0, E E H E C E H E,0
0, E E H E C E E C,0
0, E E H E C E E H,0
0, E E H E C E E E,0
0, E E H E H C C C,6
0, E E H E H C C H,0
0, E E H E H C C E,1
0, E E H E H C H C,0
0, E E H E H C H H,0
0, E E H E H C H E,0
0, E E H E H C E C,0
0, E E H E H C E H,0
0, E E H E H C E E,0
0, E E H E H H C C,3
0, E E H E H H C H,0
0, E E H E H H C E,0
0, E E H E H H H C,0
0, E E H E H H H H,6
0, E E H E H H H E,0
0, E E H E H H E C,0
0, E E H E H H E H,0
0, E E H E H H E E,0
0, E E H E H E C C,0
0, E E H E H E C H,0
0, E E H E H E C E,0
0, E E H E H E H C,0
0, E E H E H E H H,0
0, E E H E H E H E,0
0, E E H E H E E C,0
0, E E H E H E E H,0
0, E E H E H E E E,1
0, E E H E E C C C,5
0, E E H E E C C H,0
0, E E H E E C C E,0
0, E E H E E C H C,0
0, E E H E E C H H,0
0, E E H E E C H E,0
0, E E H E E C E C,1
0, E E H E E C E H,0
0, E E H E E C E E,1
0, E E H E E H C C,1
0, E E H E E H C H,0
0, E E H E E H C E,0
0, E E H E E H H C,1
0, E E H E E H H H,1
0, E E H E E H H E,0
0, E E H E E H E C,0
0, E E H E E H E H,0
0, E E H E E H E E,1
0, E E H E E E C C,0
0, E E H E E E C H,0
0, E E H E E E C E,0
0, E E H E E E H C,0
0, E E H E E E H H,1
0, E E H E E E H E,0
0, E E H E E E E C,0
0, E E H E E E E H,0
0, E E H E E E E E,7
0, E E E C C C C C,363959
0, E E E C C C C H,43171
0, E E E C C C C E,42154
0, E E E C C C H C,2161
0, E E E C C C H H,48614
0, E E E C C C H E,52
0, E E E C C C E C,2308
0, E E E C C C E H,177
0, E E E C C C E E,28802
0, E E E C C H C C,1932
0, E E E C C H C H,471
0, E E E C C H C E,38
0, E E E C C H H C,2580
0, E E E C C H H H,58129
0, E E E C C H H E,9
0, E E E C C H E C,1
0, E E E C C H E H,4
0, E E E C C H E E,43
0, E E E C C E C C,2002
0, E E E C C E C H,117
0, E E E C C E C E,124
0, E E E C C E H C,2
0, E E E C C E H H,82
0, E E E C C E H E,1
0, E E E C C E E C,7569
0, E E E C C E E H,247
0, E E E C C E E E,46934
0, E E E C H C C C,1006
0, E E E C H C C H,104
0, E E E C H C C E,66
0, E E E C H C H C,131
0, E E E C H C H H,129
0, E E E C H C H E,9
0, E E E C H C E C,0
0, E E E C H C E H,0
0, E E E C H C E E,3
0, E E E C H H C C,1632
0, E E E C H H C H,169
0, E E E C H H C E,22
0, E E E C H H H C,7177
0, E E E C H H H H,36234
0, E E E C H H H E,170
0, E E E C H H E C,1
0, E E E C H H E H,1
0, E E E C H H E E,35
0, E E E C H E C C,0
0, E E E C H E C H,0
0, E E E C H E C E,0
0, E E E C H E H C,0
0, E E E C H E H H,0
0, E E E C H E H E,0
0, E E E C H E E C,1
0, E E E C H E E H,0
0, E E E C H E E E,9
0, E E E C E C C C,2065
0, E E E C E C C H,94
0, E E E C E C C E,205
0, E E E C E C H C,5
0, E E E C E C H H,78
0, E E E C E C H E,0
0, E E E C E C E C,50
0, E E E C E C E H,1
0, E E E C E C E E,104
0, E E E C E H C C,1
0, E E E C E H C H,0
0, E E E C E H C E,0
0, E E E C E H H C,4
0, E E E C E H H H,131
0, E E E C E H H E,0
0, E E E C E H E C,0
0, E E E C E H E H,0
0, E E E C E H E E,0
0, E E E C E E C C,2022
0, E E E C E E C H,100
0, E E E C E E C E,43
0, E E E C E E H C,4
0, E E E C E E H H,62
0, E E E C E E H E,0
0, E E E C E E E C,2046
0, E E E C E E E H,14
0, E E E C E E E E,5500
0, E E E H C C C C,336
0, E E E H C C C H,15
0, E E E H C C C E,56
0, E E E H C C H C,1
0, E E E H C C H H,57
0, E E E H C C H E,0
0, E E E H C C E C,1
0, E E E H C C E H,0
0, E E E H C C E E,1
0, E E E H C H C C,101
0, E E E H C H C H,1
0, E E E H C H C E,11
0, E E E H C H H C,2
0, E E E H C H H H,23
0, E E E H C H H E,0
0, E E E H C H E C,0
0, E E E H C H E H,0
0, E E E H C H E E,0
0, E E E H C E C C,0
0, E E E H C E C H,0
0, E E E H C E C E,0
0, E E E H C E H C,0
0, E E E H C E H H,0
0, E E E H C E H E,0
0, E E E H C E E C,0
0, E E E H C E E H,0
0, E E E H C E E E,0
0, E E E H H C C C,564
0, E E E H H C C H,10
0, E E E H H C C E,63
0, E E E H H C H C,1
0, E E E H H C H H,73
0, E E E H H C H E,0
0, E E E H H C E C,4
0, E E E H H C E H,0
0, E E E H H C E E,3
0, E E E H H H C C,4653
0, E E E H H H C H,80
0, E E E H H H C E,277
0, E E E H H H H C,2912
0, E E E H H H H H,13822
0, E E E H H H H E,53
