,A,B
0, C C E C H C C,75
0, C C E C H C H,27
0, C C E C H C E,1
0, C C E C H H C,116
0, C C E C H H H,4996
0, C C E C H H E,0
0, C C E C H E C,0
0, C C E C H E H,0
0, C C E C H E E,0
0, C C E C E C C,581
0, C C E C E C H,38
0, C C E C E C E,100
0, C C E C E H C,1
0, C C E C E H H,63
0, C C E C E H E,1
0, C C E C E E C,551
0, C C E C E E H,7
0, C C E C E E E,3925
0, C C E H C C C,82
0, C C E H C C H,2
0, C C E H C C E,1
0, C C E H C H C,4
0, C C E H C H H,11
0, C C E H C H E,0
0, C C E H C E C,0
0, C C E H C E H,0
0, C C E H C E E,2
0, C C E H H C C,72
0, C C E H H C H,0
0, C C E H H C E,10
0, C C E H H H C,501
0, C C E H H H H,2958
0, C C E H H H E,8
0, C C E H H E C,0
0, C C E H H E H,2
0, C C E H H E E,3
0, C C E H E C C,9
0, C C E H E C H,2
0, C C E H E C E,0
0, C C E H E H C,0
0, C C E H E H H,2
0, C C E H E H E,1
0, C C E H E E C,7
0, C C E H E E H,4
0, C C E H E E E,7
0, C C E E C C C,51667
0, C C E E C C H,6317
0, C C E E C C E,3833
0, C C E E C H C,79
0, C C E E C H H,6585
0, C C E E C H E,1
0, C C E E C E C,601
0, C C E E C E H,124
0, C C E E C E E,1773
0, C C E E H C C,107
0, C C E E H C H,9
0, C C E E H C E,1
0, C C E E H H C,101
0, C C E E H H H,2934
0, C C E E H H E,1
0, C C E E H E C,2
0, C C E E H E H,5
0, C C E E H E E,2
0, C C E E E C C,81267
0, C C E E E C H,6967
0, C C E E E C E,2449
0, C C E E E H C,28
0, C C E E E H H,4087
0, C C E E E H E,4
0, C C E E E E C,154785
0, C C E E E E H,4055
0, C C E E E E E,443165
0, C H C C C C C,14266
0, C H C C C C H,3844
0, C H C C C C E,1422
0, C H C C C H C,94
0, C H C C C H H,1880
0, C H C C C H E,4
0, C H C C C E C,109
0, C H C C C E H,15
0, C H C C C E E,1600
0, C H C C H C C,85
0, C H C C H C H,12
0, C H C C H C E,16
0, C H C C H H C,54
0, C H C C H H H,2532
0, C H C C H H E,1
0, C H C C H E C,0
0, C H C C H E H,0
0, C H C C H E E,1
0, C H C C E C C,98
0, C H C C E C H,9
0, C H C C E C E,50
0, C H C C E H C,0
0, C H C C E H H,10
0, C H C C E H E,1
0, C H C C E E C,142
0, C H C C E E H,0
0, C H C C E E E,1336
0, C H C H C C C,1484
0, C H C H C C H,355
0, C H C H C C E,112
0, C H C H C H C,23
0, C H C H C H H,103
0, C H C H C H E,0
0, C H C H C E C,14
0, C H C H C E H,0
0, C H C H C E E,216
0, C H C H H C C,334
0, C H C H H C H,16
0, C H C H H C E,2
0, C H C H H H C,330
0, C H C H H H H,2279
0, C H C H H H E,4
0, C H C H H E C,0
0, C H C H H E H,4
0, C H C H H E E,9
0, C H C H E C C,4
0, C H C H E C H,0
0, C H C H E C E,8
0, C H C H E H C,0
0, C H C H E H H,0
0, C H C H E H E,0
0, C H C H E E C,4
0, C H C H E E H,0
0, C H C H E E E,280
0, C H C E C C C,83
0, C H C E C C H,4
0, C H C E C C E,2
0, C H C E C H C,0
0, C H C E C H H,3
0, C H C E C H E,0
0, C H C E C E C,0
0, C H C E C E H,0
0, C H C E C E E,3
0, C H C E H C C,0
0, C H C E H C H,0
0, C H C E H C E,0
0, C H C E H H C,0
0, C H C E H H H,1
0, C H C E H H E,0
0, C H C E H E C,0
0, C H C E H E H,0
0, C H C E H E E,0
0, C H C E E C C,44
0, C H C E E C H,4
0, C H C E E C E,5
0, C H C E E H C,0
0, C H C E E H H,3
0, C H C E E H E,0
0, C H C E E E C,102
0, C H C E E E H,5
0, C H C E E E E,522
0, C H H C C C C,17814
0, C H H C C C H,3164
0, C H H C C C E,1677
0, C H H C C H C,117
0, C H H C C H H,1868
0, C H H C C H E,1
0, C H H C C E C,116
0, C H H C C E H,2
0, C H H C C E E,1332
0, C H H C H C C,130
0, C H H C H C H,18
0, C H H C H C E,12
0, C H H C H H C,77
0, C H H C H H H,1705
0, C H H C H H E,2
0, C H H C H E C,0
0, C H H C H E H,0
0, C H H C H E E,2
0, C H H C E C C,205
0, C H H C E C H,11
0, C H H C E C E,13
0, C H H C E H C,0
0, C H H C E H H,2
0, C H H C E H E,0
0, C H H C E E C,61
0, C H H C E E H,1
0, C H H C E E E,1406
0, C H H H C C C,58193
0, C H H H C C H,12743
0, C H H H C C E,7128
0, C H H H C H C,261
0, C H H H C H H,5077
0, C H H H C H E,7
0, C H H H C E C,532
0, C H H H C E H,6
0, C H H H C E E,4664
0, C H H H H C C,45467
0, C H H H H C H,3267
0, C H H H H C E,1233
0, C H H H H H C,39882
0, C H H H H H H,682070
0, C H H H H H E,462
0, C H H H H E C,292
0, C H H H H E H,7
0, C H H H H E E,818
0, C H H H E C C,416
0, C H H H E C H,4
0, C H H H E C E,318
0, C H H H E H C,2
0, C H H H E H H,4
0, C H H H E H E,0
0, C H H H E E C,388
0, C H H H E E H,6
0, C H H H E E E,8189
0, C H H E C C C,65
0, C H H E C C H,4
0, C H H E C C E,2
0, C H H E C H C,0
0, C H H E C H H,0
0, C H H E C H E,0
0, C H H E C E C,1
0, C H H E C E H,0
0, C H H E C E E,1
0, C H H E H C C,5
0, C H H E H C H,0
0, C H H E H C E,0
0, C H H E H H C,1
0, C H H E H H H,19
0, C H H E H H E,0
0, C H H E H E C,1
0, C H H E H E H,1
0, C H H E H E E,10
0, C H H E E C C,109
0, C H H E E C H,0
0, C H H E E C E,5
0, C H H E E H C,0
0, C H H E E H H,9
0, C H H E E H E,0
0, C H H E E E C,143
0, C H H E E E H,4
0, C H H E E E E,321
0, C H E C C C C,35
0, C H E C C C H,3
0, C H E C C C E,0
0, C H E C C H C,0
0, C H E C C H H,3
0, C H E C C H E,0
0, C H E C C E C,1
0, C H E C C E H,0
0, C H E C C E E,0
0, C H E C H C C,0
0, C H E C H C H,0
0, C H E C H C E,0
0, C H E C H H C,0
0, C H E C H H H,1
0, C H E C H H E,1
0, C H E C H E C,0
0, C H E C H E H,0
0, C H E C H E E,0
0, C H E C E C C,7
0, C H E C E C H,0
0, C H E C E C E,1
0, C H E C E H C,0
0, C H E C E H H,0
0, C H E C E H E,0
0, C H E C E E C,3
0, C H E C E E H,0
0, C H E C E E E,12
0, C H E H C C C,2
0, C H E H C C H,1
0, C H E H C C E,0
0, C H E H C H C,0
0, C H E H C H H,0
0, C H E H C H E,0
0, C H E H C E C,0
0, C H E H C E H,0
0, C H E H C E E,0
0, C H E H H C C,1
0, C H E H H C H,0
0, C H E H H C E,0
0, C H E H H H C,2
0, C H E H H H H,22
0, C H E H H H E,0
0, C H E H H E C,1
0, C H E H H E H,6
0, C H E H H E E,1
0, C H E H E C C,0
0, C H E H E C H,0
0, C H E H E C E,0
0, C H E H E H C,0
0, C H E H E H H,0
0, C H E H E H E,0
0, C H E H E E C,0
0, C H E H E E H,0
0, C H E H E E E,0
0, C H E E C C C,106
0, C H E E C C H,3
0, C H E E C C E,6
0, C H E E C H C,0
0, C H E E C H H,3
0, C H E E C H E,0
0, C H E E C E C,0
0, C H E E C E H,1
0, C H E E C E E,0
0, C H E E H C C,0
0, C H E E H C H,0
0, C H E E H C E,0
0, C H E E H H C,1
0, C H E E H H H,2
0, C H E E H H E,0
0, C H E E H E C,0
0, C H E E H E H,0
0, C H E E H E E,0
0, C H E E E C C,231
0, C H E E E C H,5
0, C H E E E C E,4
0, C H E E E H C,0
0, C H E E E H H,1
0, C H E E E H E,0
0, C H E E E E C,245
0, C H E E E E H,13
0, C H E E E E E,380
0, C E C C C C C,29703
0, C E C C C C H,2915
0, C E C C C C E,2892
0, C E C C C H C,152
0, C E C C C H H,2654
0, C E C C C H E,0
0, C E C C C E C,288
0, C E C C C E H,14
0, C E C C C E E,1717
0, C E C C H C C,93
0, C E C C H C H,113
0, C E C C H C E,0
0, C E C C H H C,129
0, C E C C H H H,5263
0, C E C C H H E,2
0, C E C C H E C,0
0, C E C C H E H,0
0, C E C C H E E,0
0, C E C C E C C,265
0, C E C C E C H,15
0, C E C C E C E,91
0, C E C C E H C,0
0, C E C C E H H,27
0, C E C C E H E,3
0, C E C C E E C,706
0, C E C C E E H,144
0, C E C C E E E,2675
0, C E C H C C C,77
0, C E C H C C H,2
0, C E C H C C E,6
0, C E C H C H C,23
0, C E C H C H H,6
0, C E C H C H E,0
0, C E C H C E C,0
0, C E C H C E H,0
0, C E C H C E E,1
0, C E C H H C C,133
0, C E C H H C H,4
0, C E C H H C E,2
0, C E C H H H C,376
0, C E C H H H H,4973
0, C E C H H H E,21
0, C E C H H E C,0
0, C E C H H E H,0
0, C E C H H E E,0
0, C E C H E C C,0
0, C E C H E C H,0
0, C E C H E C E,0
0, C E C H E H C,0
0, C E C H E H H,0
0, C E C H E H E,0
0, C E C H E E C,0
0, C E C H E E H,0
0, C E C H E E E,0
0, C E C E C C C,466
0, C E C E C C H,91
0, C E C E C C E,81
0, C E C E C H C,0
0, C E C E C H H,50
0, C E C E C H E,0
0, C E C E C E C,10
0, C E C E C E H,1
0, C E C E C E E,96
0, C E C E H C C,1
0, C E C E H C H,0
0, C E C E H C E,0
0, C E C E H H C,1
0, C E C E H H H,64
0, C E C E H H E,0
0, C E C E H E C,0
0, C E C E H E H,0
0, C E C E H E E,1
0, C E C E E C C,565
0, C E C E E C H,19
0, C E C E E C E,14
0, C E C E E H C,1
0, C E C E E H H,6
0, C E C E E H E,0
0, C E C E E E C,860
0, C E C E E E H,23
0, C E C E E E E,3410
0, C E H C C C C,82
0, C E H C C C H,0
0, C E H C C C E,4
0, C E H C C H C,1
0, C E H C C H H,1
0, C E H C C H E,0
0, C E H C C E C,0
0, C E H C C E H,0
0, C E H C C E E,1
0, C E H C H C C,4
0, C E H C H C H,0
0, C E H C H C E,0
0, C E H C H H C,7
0, C E H C H H H,4
0, C E H C H H E,0
0, C E H C H E C,0
0, C E H C H E H,0
0, C E H C H E E,0
0, C E H C E C C,0
0, C E H C E C H,0
0, C E H C E C E,0
0, C E H C E H C,0
0, C E H C E H H,0
0, C E H C E H E,0
0, C E H C E E C,0
0, C E H C E E H,0
0, C E H C E E E,2
0, C E H H C C C,76
0, C E H H C C H,5
0, C E H H C C E,4
0, C E H H C H C,0
0, C E H H C H H,0
0, C E H H C H E,0
0, C E H H C E C,9
0, C E H H C E H,0
0, C E H H C E E,1
0, C E H H H C C,527
0, C E H H H C H,18
0, C E H H H C E,17
0, C E H H H H C,887
0, C E H H H H H,2378
0, C E H H H H E,11
0, C E H H H E C,0
0, C E H H H E H,1
0, C E H H H E E,7
0, C E H H E C C,0
0, C E H H E C H,0
0, C E H H E C E,0
0, C E H H E H C,0
0, C E H H E H H,2
0, C E H H E H E,0
0, C E H H E E C,3
0, C E H H E E H,0
0, C E H H E E E,0
0, C E H E C C C,9
0, C E H E C C H,0
0, C E H E C C E,0
0, C E H E C H C,0
0, C E H E C H H,2
0, C E H E C H E,0
0, C E H E C E C,0
0, C E H E C E H,0
0, C E H E C E E,0
0, C E H E H C C,0
0, C E H E H C H,0
0, C E H E H C E,0
0, C E H E H H C,0
0, C E H E H H H,2
0, C E H E H H E,0
0, C E H E H E C,0
0, C E H E H E H,0
0, C E H E H E E,1
0, C E H E E C C,7
0, C E H E E C H,0
0, C E H E E C E,0
0, C E H E E H C,1
0, C E H E E H H,3
0, C E H E E H E,0
0, C E H E E E C,5
0, C E H E E E H,1
0, C E H E E E E,5
0, C E E C C C C,47768
0, C E E C C C H,5100
0, C E E C C C E,3335
0, C E E C C H C,149
0, C E E C C H H,6420
0, C E E C C H E,1
0, C E E C C E C,276
0, C E E C C E H,11
0, C E E C C E E,4506
0, C E E C H C C,73
0, C E E C H C H,16
0, C E E C H C E,0
0, C E E C H H C,252
0, C E E C H H H,6559
0, C E E C H H E,8
0, C E E C H E C,0
0, C E E C H E H,0
0, C E E C H E E,1
0, C E E C E C C,464
0, C E E C E C H,65
0, C E E C E C E,125
0, C E E C E H C,2
0, C E E C E H H,120
0, C E E C E H E,3
0, C E E C E E C,308
0, C E E C E E H,28
0, C E E C E E E,1542
0, C E E H C C C,107
0, C E E H C C H,3
0, C E E H C C E,2
0, C E E H C H C,0
0, C E E H C H H,9
0, C E E H C H E,0
0, C E E H C E C,0
0, C E E H C E H,0
0, C E E H C E E,1
0, C E E H H C C,97
0, C E E H H C H,6
0, C E E H H C E,4
0, C E E H H H C,429
0, C E E H H H H,2664
0, C E E H H H E,13
0, C E E H H E C,0
0, C E E H H E H,0
0, C E E H H E E,2
0, C E E H E C C,1
0, C E E H E C H,0
0, C E E H E C E,1
0, C E E H E H C,5
0, C E E H E H H,0
0, C E E H E H E,0
0, C E E H E E C,0
0, C E E H E E H,0
0, C E E H E E E,2
0, C E E E C C C,69777
0, C E E E C C H,10105
0, C E E E C C E,8783
0, C E E E C H C,184
0, C E E E C H H,7348
0, C E E E C H E,0
0, C E E E C E C,407
0, C E E E C E H,81
0, C E E E C E E,2128
0, C E E E H C C,27
0, C E E E H C H,3
0, C E E E H C E,0
0, C E E E H H C,78
0, C E E E H H H,4142
0, C E E E H H E,3
0, C E E E H E C,0
0, C E E E H E H,1
0, C E E E H E E,3
0, C E E E E C C,144472
0, C E E E E C H,13538
0, C E E E E C E,2655
0, C E E E E H C,105
0, C E E E E H H,4091
0, C E E E E H E,8
0, C E E E E E C,165909
0, C E E E E E H,5627
0, C E E E E E E,287304
0, H C C C C C C,312578
0, H C C C C C H,43197
0, H C C C C C E,65100
0, H C C C C H C,1674
0, H C C C C H H,65794
0, H C C C C H E,88
0, H C C C C E C,3475
0, H C C C C E H,253
0, H C C C C E E,102078
0, H C C C H C C,1605
0, H C C C H C H,464
0, H C C C H C E,45
0, H C C C H H C,2009
0, H C C C H H H,61295
0, H C C C H H E,22
0, H C C C H E C,1
0, H C C C H E H,5
0, H C C C H E E,108
0, H C C C E C C,3272
0, H C C C E C H,225
0, H C C C E C E,562
0, H C C C E H C,19
0, H C C C E H H,368
0, H C C C E H E,6
0, H C C C E E C,6870
0, H C C C E E H,160
0, H C C C E E E,87353
0, H C C H C C C,958
0, H C C H C C H,95
0, H C C H C C E,77
0, H C C H C H C,181
0, H C C H C H H,191
0, H C C H C H E,56
0, H C C H C E C,21
0, H C C H C E H,0
0, H C C H C E E,18
0, H C C H H C C,1603
0, H C C H H C H,114
0, H C C H H C E,126
0, H C C H H H C,5262
0, H C C H H H H,46307
0, H C C H H H E,636
0, H C C H H E C,2
0, H C C H H E H,1
0, H C C H H E E,32
0, H C C H E C C,1
0, H C C H E C H,0
0, H C C H E C E,0
0, H C C H E H C,0
0, H C C H E H H,2
0, H C C H E H E,0
0, H C C H E E C,2
0, H C C H E E H,0
0, H C C H E E E,27
0, H C C E C C C,1508
0, H C C E C C H,236
0, H C C E C C E,195
0, H C C E C H C,3
0, H C C E C H H,88
0, H C C E C H E,0
0, H C C E C E C,67
0, H C C E C E H,0
0, H C C E C E E,185
0, H C C E H C C,0
0, H C C E H C H,0
0, H C C E H C E,0
0, H C C E H H C,12
0, H C C E H H H,82
0, H C C E H H E,2
0, H C C E H E C,2
0, H C C E H E H,0
0, H C C E H E E,0
0, H C C E E C C,2761
0, H C C E E C H,323
0, H C C E E C E,106
0, H C C E E H C,6
0, H C C E E H H,104
0, H C C E E H E,0
0, H C C E E E C,5236
0, H C C E E E H,29
0, H C C E E E E,32678
0, H C H C C C C,2675
0, H C H C C C H,270
0, H C H C C C E,262
0, H C H C C H C,9
0, H C H C C H H,600
0, H C H C C H E,0
0, H C H C C E C,23
0, H C H C C E H,6
0, H C H C C E E,461
0, H C H C H C C,220
0, H C H C H C H,25
0, H C H C H C E,10
0, H C H C H H C,37
0, H C H C H H H,320
0, H C H C H H E,1
0, H C H C H E C,7
0, H C H C H E H,0
0, H C H C H E E,91
0, H C H C E C C,31
0, H C H C E C H,1
0, H C H C E C E,0
0, H C H C E H C,0
0, H C H C E H H,0
0, H C H C E H E,0
0, H C H C E E C,17
0, H C H C E E H,3
0, H C H C E E E,226
0, H C H H C C C,1802
0, H C H H C C H,195
0, H C H H C C E,124
0, H C H H C H C,13
0, H C H H C H H,149
0, H C H H C H E,1
0, H C H H C E C,9
0, H C H H C E H,1
0, H C H H C E E,340
0, H C H H H C C,5167
0, H C H H H C H,289
0, H C H H H C E,311
0, H C H H H H C,2792
0, H C H H H H H,34351
0, H C H H H H E,38
0, H C H H H E C,76
0, H C H H H E H,0
0, H C H H H E E,1152
0, H C H H E C C,13
0, H C H H E C H,0
0, H C H H E C E,0
0, H C H H E H C,4
0, H C H H E H H,0
0, H C H H E H E,0
0, H C H H E E C,12
0, H C H H E E H,0
0, H C H H E E E,46
0, H C H E C C C,4
0, H C H E C C H,0
0, H C H E C C E,0
0, H C H E C H C,0
0, H C H E C H H,0
0, H C H E C H E,0
0, H C H E C E C,0
0, H C H E C E H,0
0, H C H E C E E,8
0, H C H E H C C,0
0, H C H E H C H,0
0, H C H E H C E,0
0, H C H E H H C,0
0, H C H E H H H,0
0, H C H E H H E,0
0, H C H E H E C,0
0, H C H E H E H,0
0, H C H E H E E,0
0, H C H E E C C,30
0, H C H E E C H,0
0, H C H E E C E,1
0, H C H E E H C,0
0, H C H E E H H,0
0, H C H E E H E,0
0, H C H E E E C,100
0, H C H E E E H,0
0, H C H E E E E,199
0, H C E C C C C,1453
0, H C E C C C H,121
0, H C E C C C E,45
0, H C E C C H C,41
0, H C E C C H H,143
0, H C E C C H E,0
0, H C E C C E C,32
0, H C E C C E H,0
0, H C E C C E E,92
0, H C E C H C C,5
0, H C E C H C H,2
0, H C E C H C E,0
0, H C E C H H C,13
0, H C E C H H H,174
0, H C E C H H E,0
0, H C E C H E C,0
0, H C E C H E H,0
0, H C E C H E E,0
0, H C E C E C C,10
0, H C E C E C H,1
0, H C E C E C E,1
0, H C E C E H C,0
0, H C E C E H H,0
0, H C E C E H E,0
0, H C E C E E C,5
0, H C E C E E H,0
0, H C E C E E E,86
0, H C E H C C C,0
0, H C E H C C H,0
0, H C E H C C E,0
0, H C E H C H C,0
0, H C E H C H H,0
0, H C E H C H E,0
0, H C E H C E C,0
0, H C E H C E H,0
0, H C E H C E E,0
0, H C E H H C C,2
0, H C E H H C H,0
0, H C E H H C E,0
0, H C E H H H C,2
0, H C E H H H H,8
0, H C E H H H E,0
0, H C E H H E C,0
0, H C E H H E H,0
0, H C E H H E E,0
0, H C E H E C C,0
0, H C E H E C H,0
0, H C E H E C E,0
0, H C E H E H C,0
0, H C E H E H H,0
0, H C E H E H E,0
0, H C E H E E C,0
0, H C E H E E H,0
0, H C E H E E E,0
0, H C E E C C C,1794
0, H C E E C C H,114
0, H C E E C C E,768
0, H C E E C H C,4
0, H C E E C H H,84
0, H C E E C H E,0
0, H C E E C E C,14
0, H C E E C E H,0
0, H C E E C E E,74
0, H C E E H C C,0
0, H C E E H C H,0
0, H C E E H C E,0
0, H C E E H H C,2
0, H C E E H H H,68
0, H C E E H H E,1
0, H C E E H E C,0
0, H C E E H E H,0
0, H C E E H E E,0
0, H C E E E C C,2576
0, H C E E E C H,35
0, H C E E E C E,82
0, H C E E E H C,2
0, H C E E E H H,31
0, H C E E E H E,0
0, H C E E E E C,2635
0, H C E E E E H,22
0, H C E E E E E,4612
0, H H C C C C C,409688
0, H H C C C C H,63615
0, H H C C C C E,104318
0, H H C C C H C,2033
0, H H C C C H H,61228
0, H H C C C H E,110
0, H H C C C E C,3947
0, H H C C C E H,377
0, H H C C C E E,92740
0, H H C C H C C,1048
0, H H C C H C H,416
0, H H C C H C E,23
0, H H C C H H C,1782
0, H H C C H H H,49353
0, H H C C H H E,34
0, H H C C H E C,1
0, H H C C H E H,2
0, H H C C H E E,28
0, H H C C E C C,1842
0, H H C C E C H,81
0, H H C C E C E,202
0, H H C C E H C,0
0, H H C C E H H,86
0, H H C C E H E,1
0, H H C C E E C,3057
0, H H C C E E H,110
0, H H C C E E E,36640
0, H H C H C C C,1710
0, H H C H C C H,184
0, H H C H C C E,374
0, H H C H C H C,231
0, H H C H C H H,253
0, H H C H C H E,98
0, H H C H C E C,17
0, H H C H C E H,0
0, H H C H C E E,20
0, H H C H H C C,1785
0, H H C H H C H,147
0, H H C H H C E,348
0, H H C H H H C,5440
0, H H C H H H H,34844
0, H H C H H H E,1224
0, H H C H H E C,13
0, H H C H H E H,0
0, H H C H H E E,49
0, H H C H E C C,0
0, H H C H E C H,0
0, H H C H E C E,0
0, H H C H E H C,0
0, H H C H E H H,0
0, H H C H E H E,0
0, H H C H E E C,27
0, H H C H E E H,0
0, H H C H E E E,19
0, H H C E C C C,1561
0, H H C E C C H,180
0, H H C E C C E,122
0, H H C E C H C,7
0, H H C E C H H,184
0, H H C E C H E,0
0, H H C E C E C,12
0, H H C E C E H,0
0, H H C E C E E,88
0, H H C E H C C,0
0, H H C E H C H,0
0, H H C E H C E,0
0, H H C E H H C,2
0, H H C E H H H,9
0, H H C E H H E,0
0, H H C E H E C,0
0, H H C E H E H,0
0, H H C E H E E,0
0, H H C E E C C,2641
0, H H C E E C H,84
0, H H C E E C E,83
0, H H C E E H C,0
0, H H C E E H H,68
0, H H C E E H E,0
0, H H C E E E C,2601
0, H H C E E E H,28
0, H H C E E E E,6783
0, H H H C C C C,564170
0, H H H C C C H,60273
0, H H H C C C E,95350
0, H H H C C H C,1375
0, H H H C C H H,49294
0, H H H C C H E,30
0, H H H C C E C,2018
0, H H H C C E H,85
0, H H H C C E E,38415
0, H H H C H C C,2145
0, H H H C H C H,562
0, H H H C H C E,25
0, H H H C H H C,2199
0, H H H C H H H,39504
0, H H H C H H E,60
0, H H H C H E C,0
0, H H H C H E H,0
0, H H H C H E E,44
0, H H H C E C C,1652
0, H H H C E C H,178
0, H H H C E C E,87
0, H H H C E H C,0
0, H H H C E H H,9
0, H H H C E H E,0
0, H H H C E E C,2768
0, H H H C E E H,67
0, H H H C E E E,8021
0, H H H H C C C,662824
0, H H H H C C H,37090
0, H H H H C C E,33225
0, H H H H C H C,2473
0, H H H H C H H,36666
0, H H H H C H E,37
0, H H H H C E C,1364
0, H H H H C E H,3
0, H H H H C E E,5904
0, H H H H H C C,689885
0, H H H H H C H,35690
0, H H H H H C E,6018
0, H H H H H H C,693415
0, H H H H H H H,1004961
0, H H H H H H E,4204
0, H H H H H E C,792
0, H H H H H E H,42
0, H H H H H E E,3836
0, H H H H E C C,910
0, H H H H E C H,3
0, H H H H E C E,199
0, H H H H E H C,14
0, H H H H E H H,27
0, H H H H E H E,8
0, H H H H E E C,570
0, H H H H E E H,33
0, H H H H E E E,4096
0, H H H E C C C,1053
0, H H H E C C H,159
0, H H H E C C E,134
0, H H H E C H C,0
0, H H H E C H H,11
0, H H H E C H E,0
0, H H H E C E C,34
0, H H H E C E H,0
0, H H H E C E E,483
0, H H H E H C C,9
0, H H H E H C H,7
0, H H H E H C E,0
0, H H H E H H C,9
0, H H H E H H H,23
0, H H H E H H E,0
0, H H H E H E C,5
0, H H H E H E H,0
0, H H H E H E E,3
0, H H H E E C C,829
0, H H H E E C H,127
0, H H H E E C E,13
0, H H H E E H C,6
0, H H H E E H H,32
0, H H H E E H E,1
0, H H H E E E C,2857
0, H H H E E E H,29
0, H H H E E E E,9665
0, H H E C C C C,941
0, H H E C C C H,121
0, H H E C C C E,49
0, H H E C C H C,40
0, H H E C C H H,123
0, H H E C C H E,0
0, H H E C C E C,35
0, H H E C C E H,0
0, H H E C C E E,102
0, H H E C H C C,0
0, H H E C H C H,0
0, H H E C H C E,0
0, H H E C H H C,1
0, H H E C H H H,10
0, H H E C H H E,0
0, H H E C H E C,0
0, H H E C H E H,0
0, H H E C H E E,0
0, H H E C E C C,18
0, H H E C E C H,15
0, H H E C E C E,2
0, H H E C E H C,0
0, H H E C E H H,0
0, H H E C E H E,0
0, H H E C E E C,44
0, H H E C E E H,0
0, H H E C E E E,440
0, H H E H C C C,14
0, H H E H C C H,0
0, H H E H C C E,0
0, H H E H C H C,0
0, H H E H C H H,7
0, H H E H C H E,0
0, H H E H C E C,0
0, H H E H C E H,0
0, H H E H C E E,0
0, H H E H H C C,7
0, H H E H H C H,4
0, H H E H H C E,0
0, H H E H H H C,1
0, H H E H H H H,46
0, H H E H H H E,2
0, H H E H H E C,0
0, H H E H H E H,0
0, H H E H H E E,0
0, H H E H E C C,5
0, H H E H E C H,1
0, H H E H E C E,1
0, H H E H E H C,0
0, H H E H E H H,1
0, H H E H E H E,0
0, H H E H E E C,12
0, H H E H E E H,0
0, H H E H E E E,1
0, H H E E C C C,651
0, H H E E C C H,205
0, H H E E C C E,78
0, H H E E C H C,3
0, H H E E C H H,125
0, H H E E C H E,0
0, H H E E C E C,2
0, H H E E C E H,0
0, H H E E C E E,16
0, H H E E H C C,6
0, H H E E H C H,0
0, H H E E H C E,0
0, H H E E H H C,4
0, H H E E H H H,36
0, H H E E H H E,2
0, H H E E H E C,0
0, H H E E H E H,0
0, H H E E H E E,1
0, H H E E E C C,2785
0, H H E E E C H,173
0, H H E E E C E,14
0, H H E E E H C,1
0, H H E E E H H,29
0, H H E E E H E,4
0, H H E E E E C,2644
0, H H E E E E H,50
0, H H E E E E E,7285
0, H E C C C C C,901
0, H E C C C C H,34
0, H E C C C C E,52
0, H E C C C H C,3
0, H E C C C H H,122
0, H E C C C H E,0
0, H E C C C E C,8
0, H E C C C E H,1
0, H E C C C E E,41
0, H E C C H C C,3
0, H E C C H C H,37
0, H E C C H C E,0
0, H E C C H H C,1
0, H E C C H H H,126
0, H E C C H H E,0
0, H E C C H E C,0
0, H E C C H E H,0
0, H E C C H E E,0
0, H E C C E C C,36
0, H E C C E C H,0
0, H E C C E C E,0
0, H E C C E H C,0
0, H E C C E H H,0
0, H E C C E H E,0
0, H E C C E E C,63
0, H E C C E E H,0
0, H E C C E E E,41
0, H E C H C C C,0
0, H E C H C C H,0
0, H E C H C C E,0
0, H E C H C H C,0
0, H E C H C H H,0
0, H E C H C H E,0
0, H E C H C E C,0
0, H E C H C E H,0
0, H E C H C E E,0
0, H E C H H C C,1
0, H E C H H C H,0
0, H E C H H C E,0
0, H E C H H H C,4
0, H E C H H H H,9
0, H E C H H H E,1
0, H E C H H E C,0
0, H E C H H E H,1
0, H E C H H E E,0
0, H E C H E C C,0
0, H E C H E C H,0
0, H E C H E C E,0
0, H E C H E H C,0
0, H E C H E H H,0
0, H E C H E H E,0
0, H E C H E E C,0
0, H E C H E E H,0
0, H E C H E E E,0
0, H E C E C C C,22
0, H E C E C C H,0
0, H E C E C C E,4
0, H E C E C H C,0
0, H E C E C H H,16
0, H E C E C H E,0
